MO_1202-Tumor,,,,,,,
CRPC,,,,,,,
?,,,,,,,
,ABRA,1,,,,,
,ACOXL,1,,,,,
,ACSM1,1,,,,,
,ACSM2A,1,,,,,
,ACSM2B,1,,,,,
,ACSM3,1,,,,,
,ACSM5,1,,,,,
,ACTA2,1,,,,,
,ADAD2,1,,,,,
,ADHFE1,1,,,,,
,ADIRF,1,,,,,
,ADTRP,1,,,,,
,AGAP11,1,,,,,
,AGPAT6,1,,,,,
,AKAP10,1,,,,,
,ALDH3A1,1,,,,,
,ALDH3A2,1,,,,,
,AMER1,1,,,,,
,ANAPC1,1,,,,,
,ANGPT1,1,,,,,
,ANK1,1,,,,,
,ANKRD20A9P,1,,,,,
,ANKRD22,1,,,,,
,ANKRD26P3,1,,,,,
,ANKRD46,1,,,,,
,ANKS4B,1,,,,,
,APITD1,1,,,,,
,APITD1-CORT,1,,,,,
,AR,1,,,,,
,ARFGEF1,1,,,,,
,ARL6IP1,1,,,,,
,ARMC1,1,,,,,
,ASB12,1,,,,,
,ATAD1,1,,,,,
,ATMIN,1,,,,,
,ATP2C2,1,,,,,
,ATP6V1C1,1,,,,,
,ATXN1,1,,,,,
,AZIN1,1,,,,,
,B9D1,1,,,,,
,BAALC,1,,,,,
,BAALCOS,1,,,,,
,BCL2L11,1,,,,,
,BCMO1,1,,,,,
,BHLHE22,1,,,,,
,BLOC1S5,1,,,,,
,BLOC1S5-TXNDC5,1,,,,,
,BMP6,1,,,,,
,BMPR1A,1,,,,,
,BUB1,1,,,,,
,C16ORF46,1,,,,,
,C16ORF52,1,,,,,
,C16ORF62,1,,,,,
,C16ORF74,1,,,,,
,C16ORF95,1,,,,,
,C17ORF103,1,,,,,
,C6ORF52,1,,,,,
,C8ORF34,1,,,,,
,C8ORF44,1,,,,,
,C8ORF44-SGK3,1,,,,,
,C8ORF46,1,,,,,
,CAGE1,1,,,,,
,CAP2,1,,,,,
,CASZ1,1,,,,,
,CCDC138,1,,,,,
,CCDC144CP,1,,,,,
,CCDC144NL,1,,,,,
,CCP110,1,,,,,
,CD83,1,,,,,
,CDH13,1,,,,,
,CDR2,1,,,,,
,CDRT15L2,1,,,,,
,CDYL2,1,,,,,
,CENPN,1,,,,,
,CFL1P1,1,,,,,
,CH25H,1,,,,,
,CMC2,1,,,,,
,CMIP,1,,,,,
,COG7,1,,,,,
,COPS5,1,,,,,
,COQ7,1,,,,,
,CORT,1,,,,,
,COTL1,1,,,,,
,COX4I1,1,,,,,
,COX6C,1,,,,,
,CPA6,1,,,,,
,CRH,1,,,,,
,CRISPLD2,1,,,,,
,CRYM,1,,,,,
,CRYM-AS1,1,,,,,
,CSPP1,1,,,,,
,CTHRC1,1,,,,,
,CYP7B1,1,,,,,
,DCAF13,1,,,,,
,DCTN5,1,,,,,
,DCUN1D3,1,,,,,
,DFFA,1,,,,,
,DHRS7B,1,,,,,
,DNAAF1,1,,,,,
,DNAH3,1,,,,,
,DNAJC5B,1,,,,,
,DPYS,1,,,,,
,DSP,1,,,,,
,DTNBP1,1,,,,,
,DYNLRB2,1,,,,,
,EARS2,1,,,,,
,EDA2R,1,,,,,
,EDAR,1,,,,,
,EDN1,1,,,,,
,EEF1E1,1,,,,,
,EEF1E1-BLOC1S5,1,,,,,
,EEF2K,1,,,,,
,ELOVL2,1,,,,,
,EMC8,1,,,,,
,EPN2,1,,,,,
,ERI2,1,,,,,
,ERVFRD-1,1,,,,,
,EYA1,1,,,,,
,FAM25A,1,,,,,
,FAM35A,1,,,,,
,FAM8A1,1,,,,,
,FAM92B,1,,,,,
,FAS,1,,,,,
,FAS-AS1,1,,,,,
,FBXO31,1,,,,,
,FBXO43,1,,,,,
,FLJ30679,1,,,,,
,FLJ42969,1,,,,,
,FOXC2,1,,,,,
,FOXF1,1,,,,,
,FOXL1,1,,,,,
,FRMD8P1,1,,,,,
,FZD6,1,,,,,
,GAN,1,,,,,
,GCM2,1,,,,,
,GCNT2,1,,,,,
,GCSH,1,,,,,
,GDE1,1,,,,,
,GFOD1,1,,,,,
,GGA2,1,,,,,
,GGH,1,,,,,
,GINS2,1,,,,,
,GINS4,1,,,,,
,GLUD1,1,,,,,
,GMPR,1,,,,,
,GOLGA6A,1,,,,,
,GOLGA7,1,,,,,
,GP2,1,,,,,
,GPR139,1,,,,,
,GPRC5B,1,,,,,
,GRHL2,1,,,,,
,GSE1,1,,,,,
,HEPH,1,,,,,
,HERC2,1,,,,,
,HIVEP1,1,,,,,
,HS3ST2,1,,,,,
,HSBP1,1,,,,,
,HSD17B2,1,,,,,
,HSDL1,1,,,,,
,HULC,1,,,,,
,IGSF6,1,,,,,
,IQCK,1,,,,,
,IRF8,1,,,,,
,ITPRIPL2,1,,,,,
,JARID2,1,,,,,
,KCNB2,1,,,,,
,KCNG4,1,,,,,
,KIAA0513,1,,,,,
,KIF1B,1,,,,,
,KLF10,1,,,,,
,KLHL36,1,,,,,
,KLLN,1,,,,,
,KNOP1,1,,,,,
,KRT16P3,1,,,,,
,LACTB2,1,,,,,
,LAS1L,1,,,,,
,LGALS9B,1,,,,,
,LIMS1,1,,,,,
,LIMS3,1,,,,,
,LIMS3-LOC440895,1,,,,,
,LIMS3L,1,,,,,
,LINC00116,1,,,,,
,LINC00251,1,,,,,
,LINC00311,1,,,,,
,LINC00421,1,,,,,
,LINC00442,1,,,,,
,LINC00518,1,,,,,
,LIPF,1,,,,,
,LIPJ,1,,,,,
,LIPK,1,,,,,
,LIPM,1,,,,,
,LIPN,1,,,,,
,LOC100129617,1,,,,,
,LOC100130301,1,,,,,
,LOC100130357,1,,,,,
,LOC100132891,1,,,,,
,LOC100190986,1,,,,,
,LOC100288570,1,,,,,
,LOC100499183,1,,,,,
,LOC100505676,1,,,,,
,LOC100505718,1,,,,,
,LOC100506207,1,,,,,
,LOC100507334,1,,,,,
,LOC146513,1,,,,,
,LOC286186,1,,,,,
,LOC286189,1,,,,,
,LOC286190,1,,,,,
,LOC392232,1,,,,,
,LOC400548,1,,,,,
,LOC401463,1,,,,,
,LOC439994,1,,,,,
,LOC440895,1,,,,,
,LOC653786,1,,,,,
,LOC727710,1,,,,,
,LOC81691,1,,,,,
,LRP12,1,,,,,
,LYRM1,1,,,,,
,MAF,1,,,,,
,MAK,1,,,,,
,MALL,1,,,,,
,MAP1LC3B,1,,,,,
