TCGA-CH-5737,,,,,,,,,,,,
"Prostate Adenocarcinoma, Gleason 7",,,,,,,,,,,,
Primary,,,,,,,,,,,,
,ACTA2,10q23.3,HOMDEL,5%,6.90%,,,,,,,
,ADCK2,7q34,AMP,86%,1.60%,,,,,,,
,ANKRD22,10q23.31,HOMDEL,2%,8.10%,,,,,,,
,ANKRD32,5q15,HOMDEL,2%,3.30%,,,,,,,
,ATAD1,10q23.31,HOMDEL,16%,12.20%,,,,,,,
,BRAF,7q34,AMP,72%,1.60%,,,,,,,
,C1ORF21,1q25,AMP,79%,0.80%,,,,,,,
,CFL1P1,10q23.31,HOMDEL,68%,13.00%,,,,,,,
,DENND2A,7q34,AMP,30%,1.60%,,,,,,,
,FAM171B,2q32.1,HOMDEL,5%,1.20%,,,,,,,
,FAM172A,5q15,HOMDEL,0%,3.30%,,,,,,,
,FAS,10q24.1,HOMDEL,26%,6.10%,,,,,,,
,FAS-AS1,10q24.1,HOMDEL,NA,6.10%,,,,,,,
,FREM2,13q13.3,HOMDEL,13%,9.30%,,,,,,,
,FUT9,6q16,HOMDEL,17%,8.90%,,,,,,,
,GJB7,6q15,HOMDEL,59%,9.80%,,,,,,,
,KDM7A,7q34,AMP,41%,1.60%,,,,,,,
,KIAA0825,5q15,HOMDEL,10%,3.30%,,,,,,,
,KLLN,10q23,HOMDEL,17%,13.40%,,,,,,,
,LHFP,13q12,HOMDEL,12%,9.30%,,,,,,,
,LIPK,10q23.31,HOMDEL,98%,8.90%,,,,,,,
,LIPM,10q23.31,HOMDEL,91%,8.10%,,,,,,,
,LIPN,10q23.31,HOMDEL,84%,8.90%,,,,,,,
,MCTP1,5q15,HOMDEL,36%,3.30%,,,,,,,
,MINPP1,10q23,HOMDEL,11%,7.30%,,,,,,,
,MIR2277,,HOMDEL,NA,3.30%,,,,,,,
,MIR4678,,HOMDEL,NA,6.50%,,,,,,,
,MIR4679-1,,HOMDEL,NA,5.70%,,,,,,,
,MIR4679-2,,HOMDEL,NA,5.70%,,,,,,,
,MKRN1,7q34,AMP,94%,1.20%,,,,,,,
,NDUFB2,7q34,AMP,84%,1.60%,,,,,,,
,NHLRC3,13q13.3,HOMDEL,2%,8.90%,,,,,,,
,NR2F1,5q14,HOMDEL,6%,3.30%,,,,,,,
,PAPSS2,10q24,HOMDEL,12%,9.30%,,,,,,,
,PCDH9,13q21.32,HOMDEL,4%,8.10%,,,,,,,
,POU5F2,5q15,HOMDEL,67%,3.30%,,,,,,,
,PROSER1,13q13.3,HOMDEL,0%,8.90%,,,,,,,
,PTEN,10q23.3,HOMDEL,15%,17.10%,,,,,,,
,RAB19,7q34,AMP,67%,1.20%,,,,,,,
,SLC37A3,7q34,AMP,88%,1.20%,,,,,,,
,SMIM8,6q15,HOMDEL,0%,9.80%,,,,,,,
,SRGAP3,3p25.3,HOMDEL,39%,2.40%,,,,,,,
,STAMBPL1,10q23.31,HOMDEL,2%,7.30%,,,,,,,
,STOML3,13q13.3,HOMDEL,17%,8.90%,,,,,,,
,ZNF292,6q14.3,HOMDEL,3%,11.80%,,,,,,,
,ZSWIM2,2q32.1,HOMDEL,97%,1.20%,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
